-bash: export: `/home/hungsex/.nvm/versions/node/v16.20.2/bin/node': not a valid identifier
-bash: export: `investor.js': not a valid identifier
-bash: export: `/home/hungsex/.nvm/versions/node/v16.20.2/bin/node': not a valid identifier
-bash: export: `investor.js': not a valid identifier
1587
1587
Fetching 1586
{ req: 100, res: 10, record: 200 }
{ req: 100, res: 20, record: 400 }
{ req: 100, res: 30, record: 600 }
{ req: 100, res: 40, record: 800 }
{ req: 100, res: 50, record: 1000 }
{ req: 100, res: 60, record: 1200 }
{ req: 100, res: 70, record: 1400 }
{ req: 100, res: 80, record: 1600 }
{ req: 181, res: 90, record: 1800 }
{ req: 181, res: 100, record: 2000 }
{ req: 209, res: 110, record: 2200 }
{ req: 209, res: 120, record: 2400 }
{ req: 209, res: 130, record: 2600 }
{ req: 209, res: 140, record: 2800 }
{ req: 209, res: 150, record: 3000 }
{ req: 209, res: 160, record: 3200 }
{ req: 209, res: 170, record: 3400 }
{ req: 209, res: 180, record: 3600 }
{ req: 209, res: 190, record: 3800 }
{ req: 209, res: 200, record: 4000 }
{ req: 309, res: 210, record: 4200 }
{ req: 319, res: 220, record: 4400 }
{ req: 319, res: 230, record: 4600 }
{ req: 319, res: 240, record: 4800 }
{ req: 319, res: 250, record: 5000 }
{ req: 319, res: 260, record: 5200 }
{ req: 319, res: 270, record: 5400 }
{ req: 319, res: 280, record: 5600 }
{ req: 319, res: 290, record: 5800 }
{ req: 319, res: 300, record: 6000 }
{ req: 319, res: 310, record: 6200 }
{ req: 419, res: 320, record: 6400 }
{ req: 428, res: 330, record: 6600 }
{ req: 428, res: 340, record: 6800 }
{ req: 446, res: 350, record: 6980 }
{ req: 446, res: 360, record: 7020 }
{ req: 446, res: 370, record: 7120 }
{ req: 446, res: 380, record: 7240 }
{ req: 446, res: 390, record: 7340 }
{ req: 446, res: 400, record: 7500 }
{ req: 446, res: 410, record: 7700 }
{ req: 446, res: 420, record: 7880 }
{ req: 446, res: 430, record: 7880 }
{ req: 446, res: 440, record: 7880 }
{ req: 546, res: 450, record: 7880 }
{ req: 546, res: 460, record: 7880 }
{ req: 546, res: 470, record: 7880 }
{ req: 546, res: 480, record: 7880 }
{ req: 546, res: 490, record: 7880 }
{ req: 546, res: 500, record: 7880 }
{ req: 546, res: 510, record: 7880 }
{ req: 546, res: 520, record: 7880 }
{ req: 546, res: 530, record: 7880 }
{ req: 546, res: 540, record: 7880 }
{ req: 646, res: 550, record: 7880 }
{ req: 646, res: 560, record: 7880 }
{ req: 646, res: 570, record: 7880 }
{ req: 646, res: 580, record: 7880 }
{ req: 646, res: 590, record: 7880 }
{ req: 646, res: 600, record: 7880 }
{ req: 646, res: 610, record: 7880 }
{ req: 646, res: 620, record: 7880 }
{ req: 646, res: 630, record: 7880 }
{ req: 646, res: 640, record: 7880 }
{ req: 746, res: 650, record: 7880 }
{ req: 746, res: 660, record: 7880 }
{ req: 746, res: 670, record: 7880 }
{ req: 746, res: 680, record: 7880 }
{ req: 746, res: 690, record: 7880 }
{ req: 746, res: 700, record: 7880 }
{ req: 746, res: 710, record: 7880 }
{ req: 746, res: 720, record: 7880 }
{ req: 746, res: 730, record: 7880 }
{ req: 746, res: 740, record: 7880 }
{ req: 846, res: 750, record: 7900 }
{ req: 846, res: 760, record: 7900 }
{ req: 846, res: 770, record: 7900 }
{ req: 846, res: 780, record: 7900 }
{ req: 846, res: 790, record: 7900 }
{ req: 846, res: 800, record: 7900 }
{ req: 846, res: 810, record: 7900 }
{ req: 846, res: 820, record: 7900 }
{ req: 846, res: 830, record: 7900 }
{ req: 846, res: 840, record: 7900 }
{ req: 946, res: 850, record: 7900 }
{ req: 946, res: 860, record: 7900 }
{ req: 946, res: 870, record: 7900 }
{ req: 946, res: 880, record: 7900 }
{ req: 946, res: 890, record: 7900 }
{ req: 946, res: 900, record: 7900 }
{ req: 946, res: 910, record: 7900 }
{ req: 946, res: 920, record: 7900 }
{ req: 946, res: 930, record: 7900 }
{ req: 946, res: 940, record: 7900 }
{ req: 1046, res: 950, record: 7900 }
{ req: 1046, res: 960, record: 7900 }
{ req: 1046, res: 970, record: 7900 }
{ req: 1046, res: 980, record: 7900 }
{ req: 1046, res: 990, record: 7920 }
{ req: 1046, res: 1000, record: 7940 }
{ req: 1046, res: 1010, record: 7940 }
{ req: 1046, res: 1020, record: 7960 }
{ req: 1046, res: 1030, record: 7960 }
{ req: 1046, res: 1040, record: 7960 }
{ req: 1146, res: 1050, record: 7972 }
{ req: 1146, res: 1060, record: 7972 }
{ req: 1146, res: 1070, record: 8012 }
{ req: 1146, res: 1080, record: 8012 }
{ req: 1146, res: 1090, record: 8032 }
{ req: 1146, res: 1100, record: 8032 }
{ req: 1146, res: 1110, record: 8032 }
{ req: 1146, res: 1120, record: 8052 }
{ req: 1146, res: 1130, record: 8052 }
{ req: 1146, res: 1140, record: 8052 }
{ req: 1246, res: 1150, record: 8072 }
{ req: 1257, res: 1160, record: 8072 }
{ req: 1257, res: 1170, record: 8072 }
{ req: 1257, res: 1180, record: 8072 }
{ req: 1257, res: 1190, record: 8072 }
{ req: 1257, res: 1200, record: 8072 }
{ req: 1257, res: 1210, record: 8072 }
{ req: 1257, res: 1220, record: 8072 }
{ req: 1257, res: 1230, record: 8072 }
{ req: 1257, res: 1240, record: 8072 }
